Key,japanese
gunHandgunT1PistolRareUniversalDesc,9mm弾を使用する基本的なピストル。\n\nレアな特性[FAFF63]「ユニバーサル」[-]を持つ。\n装着可能な改造の数と発射速度が向上している。\n\n修​​理キットで修理する。\nスクラップからハンドガンパーツへ。
gunHandgunT2Magnum44RareFasthands,[FAFF63]レア[-].44マグナム[DECEA3]-素早い手[-]
gunHandgunT2Magnum44RareFasthandsDesc,.44マグナムはハンドガンの王様です。最も強力ですが、最も大きな音を出します。この凄腕の銃を振り回して、クリントを誇りに思わせましょう。\n\nレアな特性[FAFF63]「素早い手」[-]を持ちます。\nリロード速度が[DECEA3]2[-]倍になります。\n\n修​​理キットで修理します。\nスクラップしてハンドガンパーツにします。
gunHandgunT2Magnum44RareSweeper,[FAFF63]レア[-].44マグナム[DECEA3]-スイーパー[-]
gunHandgunT2Magnum44RareSweeperDesc,.44マグナムはハンドガンの王様です。最も強力ですが、最も大きな音を出します。この凄腕の銃を手に取り、クリントを誇りに思わせましょう。\n\nレアな特性[FAFF63]「スイーパー」[-]\n[DECEA3]敵のヘッドショットで25%[-]の確率で壊滅的なダメージとノックバックを与えます。\n\n修​​理キットで修理します。\nスクラップしてハンドガンパーツにします。
gunHandgunT2Magnum44RareRespect,[FAFF63]レア[-].44マグナム[DECEA3]-リスペクト[-]
gunHandgunT2Magnum44RareRespectDesc,.44マグナムはハンドガンの王様です。最も強力ですが、最も大きな音を出します。このすごい銃を振り回して、クリントを誇りに思わせましょう。\n\nレアな特性[FAFF63]「尊敬」[-]\n[DECEA3]アイテム販売で10%[-]のボーナス。\n\n修​​理キットで修理。\nスクラップしてハンドガンパーツに変換。
gunHandgunT3SMG5RareSnowstorm,[FAFF63]レア[-]SMG-5[DECEA3]-スノーストーム[-]
gunHandgunT3SMG5RareSnowstormDesc,このサブマシンガンは9mm弾を使用します。\n\nレアな特性[FAFF63]「吹雪」[-]を持ちます。\n敵に命中すると、敵の移動速度を大幅に低下させます。効果は時間とともに弱まります。\n\n修​​理キットで修理してください。\nスクラップしてハンドガンパーツに変換します。
gunHandgunT3SMG5RareUnkillable,[FAFF63]レア[-]SMG-5[DECEA3]-不死身[-]
gunHandgunT3SMG5RareUnkillableDesc,このサブマシンガンは9mm弾を使用します。\n\nレアな特性[FAFF63]「不死身」[-]を持ちます。\nこの武器は使用時にほぼ破壊不可能です。\n\n修​​理キットで修理してください。\nスクラップしてハンドガンパーツにします。
gunHandgunT3SMG5RareStable,[FAFF63]レア[-]SMG-5[DECEA3]-安定[-]
gunHandgunT3SMG5RareStableDesc,このサブマシンガンは9mm弾を使用します。\n\nレアな特性[FAFF63]「安定」[-]を持ちます。\n使いやすさが向上し、武器の拡散が減少します。\n\n修​​理キットで修理してください。\nスクラップをハンドガンパーツに変換します。
gunHandgunT3SMG5RareUniversal,[FAFF63]レア[-]SMG-5[DECEA3]-ユニバーサル[-]
gunHandgunT3SMG5RareUniversalDesc,このサブマシンガンは9mm弾を使用します。\n\nレアな特性[FAFF63]「ユニバーサル」[-]を持ちます。\n取り付けられた改造の数と発射速度が増加しました。\n\n修​​理キットで修理します。\nスクラップをハンドガンパーツに変換します。
gunHandgunT3DesertVultureRareExperienced,[FAFF63]レア[-].44デザートバルチャー[DECEA3]-経験値[-]
gunHandgunT3DesertVultureRareExperiencedDesc,このヘビーピストルは.44マグナム弾を使用します。\n\nレアな特性[FAFF63]「経験豊富」[-]を持ちます。\nヘッドショットキルで得られる経験値が[DECEA3]30%[-]増加します。\n\n修​​理キットで修理してください。\nスクラップしてハンドガンパーツにします。
gunHandgunT3DesertVultureRareUniversal,[FAFF63]レア[-].44デザートバルチャー[DECEA3]-ユニバーサル[-]
gunHandgunT3DesertVultureRareUniversalDesc,この重拳銃は.44マグナム弾を使用します。\n\n希少な特性[FAFF63]「ユニバーサル」[-]を持ちます。\n取り付けられた改造の数と発射速度が増加しました。\n\n修​​理キットで修理してください。\nスクラップからハンドガンパーツに変換します。
gunHandgunT3DesertVultureRareKnockdown,[FAFF63]レア[-].44デザートバルチャー[DECEA3]-ノックダウン[-]
gunHandgunT3DesertVultureRareKnockdownDesc,この重拳銃は.44マグナム弾を使用します。\n\n希少な特性[FAFF63]「ノックダウン」[-]を持ちます。\n命中時に敵をノックダウンさせる確率は[DECEA3]15%[-]です。\n\n修​​理キットで修理してください。\nスクラップしてハンドガンパーツに変換します。
gunHandgunT3DesertVultureRareVampire,[FAFF63]レア[-].44デザートバルチャー[DECEA3]-吸血鬼[-]
gunHandgunT3DesertVultureRareVampireDesc,この重拳銃は.44マグナム弾を使用します。\n\nレアな特性[FAFF63]「ヴァンパイア」[-]を持ちます。\n敵を倒すと、[DECEA3]5[-]の体力が回復します。\n\n修​​理キットで修理してください。\nスクラップしてハンドガンパーツにします。
meleeWpnSpearT0StoneSpearRareConvenient,[FAFF63]レア[-]ストーンスピア[DECEA3]-便利[-]
meleeWpnSpearT0StoneSpearRareConvenientDesc,槍は他の近接武器よりも射程が長い。\n\nレアな特性[FAFF63]「便利」[-]を持つ。\n攻撃時のスタミナ消費が減り、攻撃速度が上がる。\n\n小石で修理する。\nスクラップを小石にする。
meleeWpnSpearT0StoneSpearRareExperienced,[FAFF63]レア[-]ストーンスピア[DECEA3]-経験値[-]
meleeWpnSpearT0StoneSpearRareExperiencedDesc,槍は他の近接武器よりも射程が長い。\n\n希少な特性[FAFF63]「経験豊富」[-]を持つ。\nヘッドショットキルで得られる経験値が[DECEA3]30%[-]増加した。\n\n小さな石で修理する。\nスクラップを小さな石に変換する。
meleeWpnSpearT0StoneSpearRareVampire,[FAFF63]レア[-]ストーンスピア[DECEA3]-吸血鬼[-]
meleeWpnSpearT0StoneSpearRareVampireDesc,槍は他の近接武器よりも射程が長い。\n\n希少な特性[FAFF63]「吸血鬼」[-]を持つ。\n敵を倒すと、[DECEA3]5[-]の体力と[DECEA3]10[-]のスタミナが回復する。\n\n小さな石で修理する。\nスクラップを小さな石にする。
meleeWpnSpearT1IronSpearRareExperienced,[FAFF63]レア[-]アイアンスピア[DECEA3]-経験値[-]
meleeWpnSpearT1IronSpearRareExperiencedDesc,槍は他の近接武器よりも射程が長い。\n\n希少な特性[FAFF63]「経験豊富」[-]を持つ。\nキル時に獲得できる経験値が[DECEA3]15%[-]増加する。\n\n修​​理キットで修理する。\nスクラップを鉄にする。
meleeWpnSpearT1IronSpearRareUnkillable,[FAFF63]レア[-]アイアンスピア[DECEA3]-不死身[-]
meleeWpnSpearT1IronSpearRareUnkillableDesc,槍は他の近接武器よりも射程が長い。\n\n希少な特性[FAFF63]「不死身」[-]を持つ。\n使用中の耐久性が大幅に向上し、消費量が減少する。\n\n修​​理キットで修理する。\n鉄くず。
meleeWpnSpearT1IronSpearRareCrusher,[FAFF63]レア[-]アイアンスピア[DECEA3]-クラッシャー[-]
meleeWpnSpearT1IronSpearRareCrusherDesc,槍は他の近接武器よりも射程が長い。\n\nレアな特性[FAFF63]«クラッシャー»[-]を持つ。\nダメージは増加するが、攻撃速度は低下する。\n\n修​​理キットで修理する。\n鉄くず。
meleeWpnSpearT3SteelSpearRareAwl,[FAFF63]レア[-]鋼鉄の槍[DECEA3]-錐[-]
meleeWpnSpearT3SteelSpearRareAwlDesc,槍は他の近接武器よりも敵との距離を保つことができます。\n\n希少な特性[FAFF63]「錐」[-]を持ちます。\nパワーアタックは[DECEA3]30%[-]の確率で敵にひどい傷を与え、ダメージ耐性を低下させます。\n\n修​​理キットで修理します。\n鋼鉄の槍の部品に分解します。
meleeWpnSpearT3SteelSpearRareConvenient,[FAFF63]レア[-]スチールスピア[DECEA3]-便利[-]
meleeWpnSpearT3SteelSpearRareConvenientDesc,槍は他の近接武器よりも射程が長い。\n\nレアな特性[FAFF63]「便利」[-]を持つ。\n攻撃時のスタミナ消費が減り、攻撃速度が上がる。\n\n修​​理キットで修理する。\nスクラップから鋼鉄の槍の部品を作る。
meleeWpnSpearT3SteelSpearRareUniversal,[FAFF63]レア[-]スチールスピア[DECEA3]-ユニバーサル[-]
meleeWpnSpearT3SteelSpearRareUniversalDesc,槍は他の近接武器よりも射程が長い。\n\n希少な特性[FAFF63]「ユニバーサル」[-]を持つ。\nダメージと取り付けられた改造の数が増える。\n\n修​​理キットで修理する。\nスクラップを鋼鉄の槍の部品に変換する。
meleeWpnClubT0WoodenClubRareConvenient,[FAFF63]レア[-]木製クラブ[DECEA3]便利[-]
meleeWpnClubT0WoodenClubRareConvenientDesc,木製の棍棒。膝や頭蓋骨を砕くのに最適。\n\n希少な特性[FAFF63]「便利」[-]を持つ。\n攻撃時のスタミナ消費が減り、攻撃速度が上昇する。\n\n木材で修理。\nスクラップから木材へ。
meleeWpnClubT0WoodenClubRareCrusher,[FAFF63]レア[-]木製クラブ[DECEA3]-クラッシャー[-]
meleeWpnClubT0WoodenClubRareCrusherDesc,木製の棍棒。膝や頭蓋骨を砕くのに最適。\n\n希少な特性[FAFF63]«クラッシャー»[-]を持つ。\nダメージが増加する。\n\n木材で修理。\nスクラップから木材へ。
meleeWpnClubT0WoodenClubRareKnockdown,[FAFF63]レア[-]木製クラブ[DECEA3]-ノックダウン[-]
meleeWpnClubT0WoodenClubRareKnockdownDesc,木製の棍棒。膝や頭蓋骨を砕くのに最適。\n\n希少な特性[FAFF63]«ノックダウン»[-]を持つ。\n強力な攻撃は[DECEA3]30%[-]の確率で敵をノックダウンする。\n\n木材で修理。\nスクラップから木材へ。
meleeWpnClubT1BaseballBatRareExperienced,[FAFF63]レア[-]野球バット[DECEA3]-経験値[-]
meleeWpnClubT1BaseballBatRareExperiencedDesc,この棍棒は、かつて巨大な闘技場で行われた剣闘士の試合で使用されていました。\n\n希少な特性[FAFF63]「経験豊富」[-]を持ちます。\nキル時に得られる経験値が[DECEA3]20%[-]増加します。\n\n修​​理キットで修理してください。\nスクラップから木材へ。
meleeWpnClubT1BaseballBatRareChampion,[FAFF63]レア[-]野球バット[DECEA3]-チャンピオン[-]
meleeWpnClubT1BaseballBatRareChampionDesc,この棍棒は、かつて巨大な闘技場で行われた剣闘士の試合で使用されていました。\n\n希少な特性[FAFF63]「チャンピオン」[-]を持ちます。\nダメージが増加します。通常攻撃では、近くのすべての敵をノックバックする確率が[DECEA3]15%[-]あります。\n\n修​​理キットで修理してください。\nスクラップから木材へ。
meleeWpnClubT1BaseballBatRareVampire,[FAFF63]レア[-]野球バット[DECEA3]-吸血鬼[-]
meleeWpnClubT1BaseballBatRareVampireDesc,この棍棒は、かつて巨大な闘技場で行われた剣闘士の試合で使用されていました。\n\n希少な特性[FAFF63]「吸血鬼」[-]を持ちます。\n敵を倒すと、[DECEA3]8[-]の体力と[DECEA3]16[-]のスタミナが回復します。\n\n修​​理キットで修理してください。\nスクラップから木材へ。
meleeWpnClubT3SteelClubRareExperienced,[FAFF63]レア[-]スチールクラブ[DECEA3]-経験値[-]
meleeWpnClubT3SteelClubRareExperiencedDesc,スチールクラブは非常に耐久性があり、強力な打撃力があります。\n\n希少な特性[FAFF63]「経験豊富」[-]を持ちます。\nヘッドショットキルで得られる経験値が[DECEA3]50%[-]増加します。\n\n修​​理キットで修理します。\nスチールクラブの部品にスクラップします。
meleeWpnClubT3SteelClubRareUniversal,[FAFF63]レア[-]スチールクラブ[DECEA3]-ユニバーサル[-]
meleeWpnClubT3SteelClubRareUniversalDesc,スチールクラブは非常に耐久性があり、強力な打撃力があります。\n\n希少な特性[FAFF63]「ユニバーサル」[-]を持ちます。\nダメージと取り付けられた改造の数が増加します。\n\n修​​理キットで修理します。\nスチールクラブの部品にスクラップします。
meleeWpnClubT3SteelClubRareUnkillable,[FAFF63]レア[-]スチールクラブ[DECEA3]-不死身[-]
meleeWpnClubT3SteelClubRareUnkillableDesc,スチールクラブは非常に耐久性があり、打撃力も強いです。\n\n希少な特性[FAFF63]「不死身」[-]を持ち、使用中の耐久性が大幅に向上し、消費量が減少します。\n\n修​​理キットで修理してください。\nスチールクラブの部品にスクラップしてください。
meleeWpnSledgeT0StoneSledgehammerRareConvenient,[FAFF63]レア[-]ストーンスレッジハンマー[DECEA3]-便利[-]
meleeWpnSledgeT0StoneSledgehammerRareConvenientDesc,スレッジハンマーは頭蓋骨を砕くのに最適な武器の一つです。\n\n希少な特性[FAFF63]「便利」[-]を持ち、\n攻撃時のスタミナ消費量が減少し、攻撃速度が上昇します。\n\n小さな石で修理します。\nスクラップを小さな石に変換します。
meleeWpnSledgeT0StoneSledgehammerRareCrusher,[FAFF63]レア[-]ストーンスレッジハンマー[DECEA3]-クラッシャー[-]
meleeWpnSledgeT0StoneSledgehammerRareCrusherDesc,スレッジハンマーは頭蓋骨を砕くのに最適な武器の一つです。\n\nレアな特性[FAFF63]«クラッシャー»[-]を持ちます。\n通常攻撃ダメージとパワー攻撃ダメージが[DECEA3]50%[-]増加します。\n\n小石で修理します。\nスクラップを小石にします。
meleeWpnSledgeT0StoneSledgehammerRareKnockdown,[FAFF63]レア[-]ストーンスレッジハンマー[DECEA3]-ノックダウン[-]
meleeWpnSledgeT0StoneSledgehammerRareKnockdownDesc,スレッジハンマーは頭蓋骨を砕くのに最適な武器の一つです。\n\n希少な特性[FAFF63]«ノックダウン»[-]を持ちます。\n強力な攻撃は[DECEA3]30%[-]の確率で敵をノックダウンします。\n\n小さな石で修理します。\nスクラップを小さな石にします。
meleeWpnSledgeT1IronSledgehammerRareExperienced,[FAFF63]レア[-]アイアンスレッジハンマー[DECEA3]-経験値[-]
meleeWpnSledgeT1IronSledgehammerRareExperiencedDesc,スレッジハンマーは頭蓋骨を砕くのに最適な武器の一つです。\n\n希少な特性[FAFF63]«経験値»[-]を持ちます。\nキル時に得られる経験値が[DECEA3]15%[-]増加します。\n\n修​​理キットで修理します。\nスクラップを鉄に変換します。
meleeWpnSledgeT1IronSledgehammerRareUnkillable,[FAFF63]レア[-]アイアンスレッジハンマー[DECEA3]-不死身[-]
meleeWpnSledgeT1IronSledgehammerRareUnkillableDesc,スレッジハンマーは頭蓋骨を砕くのに最適な武器の一つです。\n\n希少な特性[FAFF63]「不死身」[-]を持ちます。\n使用中の耐久性が大幅に向上し、消費量が減少します。\n\n修​​理キットで修理します。\n鉄くず。
meleeWpnSledgeT1IronSledgehammerRareUniversal,[FAFF63]レア[-]アイアンスレッジハンマー[DECEA3]-ユニバーサル[-]
meleeWpnSledgeT1IronSledgehammerRareUniversalDesc,スレッジハンマーは頭蓋骨を砕くのに最適な武器の一つです。\n\n希少な特性[FAFF63]「ユニバーサル」[-]を持ち、ダメージと取り付けられた改造の数が増加します。\n\n修​​理キットで修理します。\n鉄くず。
meleeWpnSledgeT3SteelSledgehammerRareChampion,[FAFF63]レア[-]スチールスレッジハンマー[DECEA3]-チャンピオン[-]
meleeWpnSledgeT3SteelSledgehammerRareChampionDesc,スレッジハンマーは、頭蓋骨を砕くのに最適な武器の一つです。\n\nレアな特性[FAFF63]«チャンピオン»[-]を持ちます。\nパワーアタックのダメージが[DECEA3]50%[-]増加します。パワーアタックは、近くのすべての敵をノックバックする[DECEA3]40%[-]の確率があります。\n\n修​​理キットで修理します。\nスレッジハンマーのスチールパーツにスクラップします。
meleeWpnSledgeT3SteelSledgehammerRareConvenient,[FAFF63]レア[-]スチールスレッジハンマー[DECEA3]-便利[-]
meleeWpnSledgeT3SteelSledgehammerRareConvenientDesc,スレッジハンマーは、頭蓋骨を砕くのに最適な武器の1つです。\n\n希少な特性[FAFF63]「便利」[-]を持ち、\n攻撃時のスタミナ消費が減り、攻撃速度が上がります。\n\n修​​理キットで修理できます。\nスレッジハンマーの鉄製パーツにスクラップします。
meleeWpnSledgeT3SteelSledgehammerRareVampire,[FAFF63]レア[-]スチールスレッジハンマー[DECEA3]-吸血鬼[-]
meleeWpnSledgeT3SteelSledgehammerRareVampireDesc,スレッジハンマーは頭蓋骨を砕くのに最適な武器の一つです。\n\nレアな特性[FAFF63]«ヴァンパイア»[-]を持ちます。\n敵を倒すと、[DECEA3]10[-]の体力と[DECEA3]20[-]のスタミナが回復します。\n\n修​​理キットで修理します。\nスレッジハンマーの鉄製パーツにスクラップします。
meleeWpnKnucklesT0LeatherKnucklesRareStunner,[FAFF63]レア[-]ナックルラップ[DECEA3]-スタナー[-]
meleeWpnKnucklesT0LeatherKnucklesRareStunnerDesc,ナックルラップは手を保護し、スイングに重みを与えます。\n\nレアな特性[FAFF63]«スタンナー»[-]を持ちます。\n通常攻撃は[DECEA3]25%[-]の確率で敵をノックバックします。\n\n布で修理します。\nスクラップから布へ。
meleeWpnKnucklesT0LeatherKnucklesRareExperienced,[FAFF63]レア[-]ナックルラップ[DECEA3]-経験値[-]
meleeWpnKnucklesT0LeatherKnucklesRareExperiencedDesc,ナックルラップは手を保護し、スイングに重みを与えます。\n\nレアな特性[FAFF63]«経験値»[-]を持ちます。\nヘッドショットキルで得られる経験値が[DECEA3]30%[-]増加します。\n\n布で修理します。\nスクラップから布へ。
meleeWpnKnucklesT0LeatherKnucklesRareUniversal,[FAFF63]レア[-]ナックルラップ[DECEA3]-ユニバーサル[-]
meleeWpnKnucklesT0LeatherKnucklesRareUniversalDesc,ナックルラップは手を保護し、スイングに重みを加えます。\n\nレアな特性[FAFF63]「ユニバーサル」[-]を持ちます。\nダメージと取り付けられた改造の数が増加します。\n\n布で修理します。\n布にスクラップします。
meleeWpnKnucklesT1IronKnucklesRareConvenient,[FAFF63]レア[-]アイアンナックルズ[DECEA3]便利[-]
meleeWpnKnucklesT1IronKnucklesRareConvenientDesc,ナックルラップは手を保護し、スイングに重みを与えます。\n\nレアな特性[FAFF63]「便利」[-]を持ちます。\nヒット時のスタミナ消費が減り、攻撃速度が上がります。\n\n修​​理キットで修理します。\nスクラップを鉄に。
meleeWpnKnucklesT1IronKnucklesRareUnkillable,[FAFF63]レア[-]アイアンナックルズ[DECEA3]-不死身[-]
meleeWpnKnucklesT1IronKnucklesRareUnkillableDesc,ナックルラップは手を保護し、スイングに重みを加えます。\n\n希少な特性[FAFF63]「不死身」[-]を持ちます。\n使用中の耐久性が大幅に向上し、消費量が削減されます。\n\n修​​理キットで修理してください。\nスクラップを鉄に。
meleeWpnKnucklesT1IronKnucklesRareCrusher,[FAFF63]レア[-]アイアンナックルズ[DECEA3]-クラッシャー[-]
meleeWpnKnucklesT1IronKnucklesRareCrusherDesc,ナックルラップは手を保護し、スイングに重みを与えます。\n\nレアな特性[FAFF63]«クラッシャー»[-]を持ちます。\n通常攻撃ダメージとパワー攻撃ダメージが[DECEA3]50%[-]増加します。\n\n修​​理キットで修理します。\nスクラップを鉄に変換します。
meleeWpnKnucklesT3SteelKnucklesRareAwl,[FAFF63]レア[-]スチールナックル[DECEA3]-錐[-]
meleeWpnKnucklesT3SteelKnucklesRareAwlDesc,手を保護し、パンチに重みを加えます。刃は動物の内臓を抉り出すのに便利です。\n\n希少な特性[FAFF63]「錐」[-]を持ちます。\nパワーアタックは[DECEA3]30%[-]の確率で敵にひどい傷を与え、ダメージ耐性を低下させます。\n\n修​​理キットで修理します。\n鋼鉄のナックルパーツに分解します。
meleeWpnKnucklesT3SteelKnucklesRareConvenient,[FAFF63]レア[-]スチールナックル[DECEA3]-便利[-]
meleeWpnKnucklesT3SteelKnucklesRareConvenientDesc,手を保護し、力を込めて振り回してください。これらの刃は動物の内臓を抉り出すのにも役立ちます。\n\nレアな特性[FAFF63]「便利」[-]\n攻撃時のスタミナ消費が減り、攻撃速度が上がります。\n\n修​​理キットで修理してください。\nスクラップをスチールナックルのパーツに変換します。
meleeWpnKnucklesT3SteelKnucklesRareExperienced,[FAFF63]レア[-]スチールナックル[DECEA3]-経験値[-]
meleeWpnKnucklesT3SteelKnucklesRareExperiencedDesc,手を保護し、力を込めて振り回してください。これらの刃は動物の内臓を抉り出すのにも役立ちます。\n\n希少な特性[FAFF63]「経験豊富」[-]を持ちます。\nヘッドショットキルで得られる経験値が[DECEA3]50%[-]増加します。\n\n修​​理キットで修理してください。\nスクラップをスチールナックルのパーツに変換します。
meleeWpnKnucklesT3SteelKnucklesRareButcher,[FAFF63]レア[-]スチールナックルズ[DECEA3]-ブッチャー[-]
meleeWpnKnucklesT3SteelKnucklesRareButcherDesc,手を保護し、力を込めて振り回してください。これらの刃は動物の内臓を抉り出すのにも役立ちます。\n\nレアな特性[FAFF63]「屠殺者」[-]\n[DECEA3]動物の死体を屠殺したり、突然変異サンプルを収集したりする際に25%[-]のボーナスを得ます。\n\n修​​理キットで修理してください。\nスクラップをスチールナックルのパーツに変換します。
meleeWpnBladeT0BoneKnifeRareAwl,[FAFF63]レア[-]ボーンナイフ[DECEA3]-錐[-]
meleeWpnBladeT0BoneKnifeRareAwlDesc,この原始的な間に合わせの武器は、動物の内臓を抜き取るのに使用できます。\n通常攻撃では[DECEA3]1[-]の出血傷を与え、パワーアタックでは少なくとも[DECEA3]2[-]の出血傷を与えます。\n\n珍しい特性[FAFF63]«錐»[-]を持っています。\nパワーアタックでは、[DECEA3]30%[-]の確率で敵にひどい傷を与え、ダメージ耐性を低下させます。\n\n骨で修理します。\nスクラップして骨を入手します。
meleeWpnBladeT0BoneKnifeRareVampire,[FAFF63]レア[-]ボーンナイフ[DECEA3]-吸血鬼[-]
meleeWpnBladeT0BoneKnifeRareVampireDesc,この原始的な間に合わせの武器は、動物の内臓を抜き取るのにも役立ちます。\n通常攻撃は[DECEA3]1[-]出血傷を引き起こし、強力な攻撃は少なくとも[DECEA3]2[-]の出血傷を引き起こします。\n\n珍しい特性[FAFF63]«吸血鬼»[-]を持ちます。\n敵を倒すと、体力5とスタミナ[DECEA3]10[-]が回復します。\n\n骨で修理します。\nスクラップから骨へ。
meleeWpnBladeT0BoneKnifeRareUniversal,[FAFF63]レア[-]ボーンナイフ[DECEA3]-ユニバーサル[-]
meleeWpnBladeT0BoneKnifeRareUniversalDesc,この原始的な間に合わせの武器は、動物の内臓を抜き取るのにも役立ちます。\n通常攻撃は[DECEA3]1[-]出血傷を引き起こし、パワー攻撃は少なくとも[DECEA3]2[-]のダメージを与えます。\n\n珍しい特性[FAFF63]«ユニバーサル»[-]を持ちます。\nダメージと取り付けられた改造の数が増加します。\n\n骨で修理します。\nスクラップから骨へ。
meleeWpnBladeT1HuntingKnifeRareButcher,[FAFF63]レア[-]ハンティングナイフ[DECEA3]-ブッチャー[-]
meleeWpnBladeT1HuntingKnifeRareButcherDesc,ゾンビを切り裂いたり、動物の内臓を取り出し肉にするのに最適です。\n通常攻撃では[DECEA3]1[-]出血傷、パワー攻撃では少なくとも[DECEA3]2[-]の出血傷が発生します。\n\nレアな特性[FAFF63]«Butcher»[-]を持ちます。\n動物の死体を解体したり、突然変異サンプルを収集したりする際に[DECEA3]20%[-]のボーナスが得られます。\n\n修​​理キットで修理してください。\nスクラップを鉄に変換します。
meleeWpnBladeT1HuntingKnifeRareExperienced,[FAFF63]レア[-]ハンティングナイフ[DECEA3]-経験値[-]
meleeWpnBladeT1HuntingKnifeRareExperiencedDesc,ゾンビを切り裂いたり、動物の内臓を取り出し肉にするのに最適です。\n通常攻撃では[DECEA3]1[-]出血傷、パワー攻撃では少なくとも[DECEA3]2[-]の出血傷が発生します。\n\n希少な特性[FAFF63]«経験値»[-]を持ちます。\nキルから得られる経験値が[DECEA3]20%[-]増加します。\n\n修​​理キットで修理します。\nスクラップを鉄に変換します。
meleeWpnBladeT1HuntingKnifeRareCrusher,[FAFF63]レア[-]ハンティングナイフ[DECEA3]-クラッシャー[-]
meleeWpnBladeT1HuntingKnifeRareCrusherDesc,ゾンビを切り裂いたり、動物の内臓を取り出し肉にするのに最適です。\n通常攻撃は[DECEA3]1[-]出血傷を引き起こし、パワー攻撃は少なくとも[DECEA3]2[-]のダメージを与えます。\n\nレアな特性[FAFF63]«クラッシャー»[-]を持ちます。\n通常攻撃ダメージとパワー攻撃ダメージが[DECEA3]50%[-]増加します。\n\n修​​理キットで修理します。\n鉄くず。
meleeWpnBladeT3MacheteRareConvenient,[FAFF63]レア[-]マチェーテ[DECEA3]便利[-]
meleeWpnBladeT3MacheteRareConvenientDesc,ゾンビを切り倒したり、時には木を切ったり、動物の内臓を取り出して肉にするのに最適です。\n通常攻撃は[DECEA3]1[-]出血傷を引き起こし、パワー攻撃は少なくとも[DECEA3]2[-]の出血傷を引き起こします。\n\n希少な特性[FAFF63]«便利»[-]を持ちます。\nヒット時のスタミナ消費が減少し、攻撃速度が上昇します。\n\n修​​理キットで修理します。\nスクラップをマチェットの部品にします。
meleeWpnBladeT3MacheteRareUnkillable,[FAFF63]レア[-]マチェーテ[DECEA3]-不死身[-]
meleeWpnBladeT3MacheteRareUnkillableDesc,ゾンビを切り倒したり、時には木を切り倒したり、動物の内臓を取り出して肉を取ったりするのに最適です。\n通常攻撃は[DECEA3]1[-]出血傷を引き起こし、強力な攻撃は少なくとも[DECEA3]2[-]のダメージを与えます。\n\n希少な特性[FAFF63]「不死身」[-]を持ちます。\n使用中の耐久性が大幅に向上し、消費量が減少します。\n\n修​​理キットで修理してください。\nマチェットの部品にスクラップしてください。
meleeWpnBladeT3MacheteRareUniversal,[FAFF63]レア[-]マチェーテ[DECEA3]-ユニバーサル[-]
meleeWpnBladeT3MacheteRareUniversalDesc,ゾンビを切り倒したり、時には木を切り倒したり、動物の内臓を取り出して肉にするのに最適です。\n通常攻撃は[DECEA3]1[-]出血傷を引き起こし、パワー攻撃は少なくとも[DECEA3]2[-]のダメージを与えます。\n\n希少な特性[FAFF63]«ユニバーサル»[-]を持ちます。\nダメージと取り付けられた改造の数が増加します。\n\n修​​理キットで修理します。\nマチェットの部品にスクラップします。
meleeWpnBatonT0PipeBatonRareConvenient,[FAFF63]レア[-]パイプバトン[DECEA3]便利[-]
meleeWpnBatonT0PipeBatonRareConvenientDesc,ガラクタから作られたこの警棒は軽量ですが、それなりの威力があります。\n\nレアな特性[FAFF63]「便利」[-]を持ち、攻撃時のスタミナ消費が減り、攻撃速度が上がります。\n\n短い鉄パイプで修理してください。\nスクラップから鉄へ。
meleeWpnBatonT0PipeBatonRareVampire,[FAFF63]レア[-]パイプバトン[DECEA3]-吸血鬼[-]
meleeWpnBatonT0PipeBatonRareVampireDesc,ガラクタから作られたこの警棒は軽量ですが、それなりの威力があります。\n\nレアな特性[FAFF63]«吸血鬼»[-]を持ちます。\n敵への通常攻撃で[DECEA3]1[-]の体力が回復し、強化攻撃で[DECEA3]2[-]回復します。\n\n短い鉄パイプで修理してください。\nスクラップから鉄へ。
meleeWpnBatonT0PipeBatonRareStunner,[FAFF63]レア[-]パイプバトン[DECEA3]-スタナー[-]
meleeWpnBatonT0PipeBatonRareStunnerDesc,ガラクタから作られたこの警棒は軽量ですが、それなりの威力があります。\n\nレアな特性[FAFF63]「スタンナー」[-]を持ちます。\n通常攻撃で敵をノックバックさせる確率が[DECEA3]25%[-]あります。\n\nショートアイアンパイプで修理してください。\nスクラップから鉄へ。
meleeWpnBatonT2StunBatonRareConvenient,[FAFF63]レア[-]スタンバトン[DECEA3]便利[-]
meleeWpnBatonT2StunBatonRareConvenientDesc,電撃が放たれる。\n\n希少な特性[FAFF63]「便利」[-]を持つ。\n攻撃時のスタミナ消費が減り、攻撃速度が上がる。\n\n修​​理キットで修理する。\nスタンバトンのパーツをスクラップする。
meleeWpnBatonT2StunBatonRareUnkillable,[FAFF63]レア[-]スタンバトン[DECEA3]-不死身[-]
meleeWpnBatonT2StunBatonRareUnkillableDesc,電撃を放つ。\n\n希少な特性[FAFF63]「不死身」[-]を持つ。\n使用中の耐久性が大幅に向上し、消費量が減少する。\n\n修​​理キットで修理する。\nスタンバトンの部品をスクラップする。
meleeWpnBatonT2StunBatonRareExperienced,[FAFF63]レア[-]スタンバトン[DECEA3]-経験値[-]
